Epsilon
0.267093169
0.172985919
0.211217739
0.177648222
0.295445787
0.148111266
0.268919253
0.176738946
0.365497001
0.158020373
0.191837485
0.257123879
0.263349517
0.151539138
0.180989614
0.230507539
0.248185919
0.243897561
0.347160239
0.237587776
0.264048949
0.277154682
0.253460698
0.263883348
0.222712705
0.270808889
0.315982063
0.258857422
0.269254523
0.254845448
0.234327484
0.269487824
0.265585683
0.268372512
0.238984817
0.282178625
0.321637809
0.238567927
0.146518086
0.288337337
0.156024219
0.242037595
0.220003803
0.326873315
0.137051084
0.220004587
0.260070017
0.268234666
0.169518206
0.195688496
0.239296722
0.245242217
0.248508405
0.377241516
0.214241487
0.246075378
0.224609204
0.296512439
0.155940988
0.362414892
0.247692784
0.185604889
0.200554232
0.22014401
0.218293701
0.187966013
0.202478583
0.284118641
0.250673977
0.272182571
0.309631498
0.115115417
0.316800374
0.209467424
0.341133766
0.106169604
0.196748011
0.249435912
0.336198247
0.149078332
0.150075616
0.196879069
0.305467193
0.203276158
0.343732676
0.316272256
0.267990894
0.210636154
0.335040913
0.337933236
0.240935455
0.227258172
0.223738401
0.292169826
0.260767513
0.231124956
0.276803385
0.29948931
0.250818765
0.286188491
0.199777402
0.36490128
0.12586126
0.196137156
0.277265255
0.29616328
0.122752406
0.155543183
0.215090041
0.269945981
0.230660345
0.326752699
0.320726523
0.2982775
0.27153569
0.304622115
0.272571701
0.245738271
0.2713342
0.318891818
0.329633313
0.226392731
0.28066668
0.401315131
0.412802376
0.259396191
0.149771779
0.185240472
0.20996074
0.1960845
0.157814768
0.168704507
0.308409512
0.224202663
0.259841775
0.346234588
0.350625953
0.326737158
0.294937858
0.325222407
0.352403454
0.345332794
0.332851068
0.357711504
0.328937511
0.230985658
0.290784216
0.347946819
0.153579009
0.183781901
0.258818087
0.252900437
0.220399357
0.4773846
0.200817909
0.21063996
0.186669337
0.172817864
0.185866188
0.287884252
0.254043854
0.245436817
0.189093448
0.263715906
0.211969633
0.204008181
0.269970102
0.271079828
0.252635858
0.268893607
0.236245236
0.209463644
0.24264172
0.33399568
0.212536619
0.169105042
0.213957973
0.260270938
0.252323915
0.293942863
0.181086208
0.300029597
0.243688066
0.251081794
0.314959274
0.279318449
0.213087373
0.292630798
0.388453011
0.411281166
